x [mm],y [mm],z [mm],x-displacement [mm],y-displacement [mm],z-displacement [mm],vector length [mm],Exx [S],Eyy [S],Exy [S],poisson ratio -Min/Max,poisson ratio -Exx/Eyy,poisson ratio -Eyy/Exx,poisson ratio -Max/min,maximum normal strain [S],minimum normal strain [S],maximum shear strain [S],maximum shear angle [°],tresca strain [S],Von Mises strain [S],du/dx [S],du/dy [S],dv/dx [S],dv/dy [S],dw/dx [S],dw/dy [S]
1.829573,6.167421,-10.36299,1.891618e-12,0,0,1.891618e-12,0,-3.330669e-16,1.020343e-16,0,0,0,0,2.877244e-17,-3.618393e-16,1.953059e-16,60.74781,2.604079e-16,2.513666e-16,0,0,0,0,0,0
1.876863,6.167421,-10.392207,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,-6.065006e-17,0,0,0,0,1.548612e-17,-2.375307e-16,1.265084e-16,30.676394,1.686779e-16,1.637601e-16,0,0,0,0,0,0
1.924154,6.167421,-10.425622,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,6.334415e-18,0,0,0,0,2.222252e-16,-1.805593e-19,1.112029e-16,46.632744,1.482705e-16,1.482103e-16,0,0,0,0,0,0
1.971444,6.167421,-10.455471,1.891618e-12,0,0,1.891618e-12,4.440892e-16,4.440892e-16,6.012606e-17,0,0,0,0,5.042153e-16,3.839632e-16,6.012606e-17,90,8.016808e-17,3.040911e-16,0,0,0,0,0,0
2.018735,6.167421,-10.480113,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-3.330669e-16,3.456553e-17,0,0,0,0,-2.121626e-16,-3.429489e-16,6.539315e-17,60.954788,8.719086e-17,1.99851e-16,0,0,0,0,0,0
2.066025,6.167421,-10.500215,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.538294e-17,0,0,0,0,2.231052e-16,-1.060642e-18,1.120829e-16,-48.94426,1.494439e-16,1.490916e-16,0,0,0,0,0,0
2.113316,6.167421,-10.517163,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,4.440892e-16,8.196234e-18,0,0,0,0,4.442102e-16,-1.111433e-16,2.776767e-16,-45.845726,3.702357e-16,3.393108e-16,0,0,0,0,0,0
2.160606,6.167421,-10.531561,1.891618e-12,0,0,1.891618e-12,0,6.661338e-16,-1.958747e-17,0,0,0,0,6.667093e-16,-5.754668e-19,3.336424e-16,-43.317173,4.448565e-16,4.446648e-16,0,0,0,0,0,0
2.207896,6.167421,-10.542179,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,4.585922e-17,0,0,0,0,9.098551e-18,-2.311432e-16,1.201209e-16,56.221855,1.601611e-16,1.572161e-16,0,0,0,0,0,0
2.255187,6.167421,-10.547672,1.891618e-12,0,0,1.891618e-12,0,6.661338e-16,-1.116976e-17,0,0,0,0,6.663211e-16,-1.872425e-19,3.332542e-16,-44.039623,4.443389e-16,4.442765e-16,0,0,0,0,0,0
2.302477,6.167421,-10.548807,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,-6.687076e-17,0,0,0,0,1.858344e-17,-2.406281e-16,1.296057e-16,-29.469339,1.728077e-16,1.669583e-16,0,0,0,0,0,0
2.397058,6.167421,-10.56826,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,2.269462e-18,0,0,0,0,2.220562e-16,-2.220562e-16,2.220562e-16,45.292793,2.960749e-16,2.564084e-16,0,0,0,0,0,0
2.444349,6.167421,-10.577873,1.891618e-12,0,0,1.891618e-12,0,-3.330669e-16,-4.459193e-17,0,0,0,0,5.866755e-18,-3.389337e-16,1.724002e-16,37.504906,2.29867e-16,2.279365e-16,0,0,0,0,0,0
2.491639,6.167421,-10.588088,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,1.060143e-17,0,0,0,0,2.225496e-16,-5.050126e-19,1.115273e-16,47.727295,1.487031e-16,1.48535e-16,0,0,0,0,0,0
2.53893,6.167421,-10.593962,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,-1.681108e-17,0,0,0,0,2.226801e-16,-2.226801e-16,2.226801e-16,42.835186,2.969068e-16,2.571288e-16,0,0,0,0,0,0
2.58622,6.167421,-10.594516,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-5.462828e-17,0,0,0,0,2.766729e-16,1.674163e-16,5.462828e-17,0,7.283771e-17,1.609093e-16,0,0,0,0,0,0
2.633511,6.167421,-10.59041,1.891618e-12,0,0,1.891618e-12,0,0,6.99534e-17,0,0,0,0,6.99534e-17,-6.99534e-17,6.99534e-17,90,9.327121e-17,8.077523e-17,0,0,0,0,0,0
2.680801,6.167421,-10.582262,1.891618e-12,0,0,1.891618e-12,0,-3.330669e-16,-5.079277e-18,0,0,0,0,7.744109e-20,-3.331444e-16,1.666109e-16,44.126511,2.221479e-16,2.221221e-16,0,0,0,0,0,0
2.728091,6.167421,-10.570797,1.891618e-12,0,0,1.891618e-12,4.440892e-16,2.220446e-16,1.31815e-16,0,0,0,0,5.054071e-16,1.607267e-16,1.723402e-16,69.946976,2.297869e-16,2.9817e-16,0,0,0,0,0,0
1.687701,6.12013,-10.239184,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,2.411363e-17,0,0,0,0,2.237813e-16,-1.12759e-16,1.682702e-16,-49.119511,2.243603e-16,1.977946e-16,0,0,0,0,0,0
1.734992,6.12013,-10.28876,1.891618e-12,0,0,1.891618e-12,0,-3.330669e-16,3.118082e-17,0,0,0,0,2.893919e-18,-3.359608e-16,1.694274e-16,50.302483,2.259032e-16,2.249447e-16,0,0,0,0,0,0
1.782282,6.12013,-10.330598,1.891618e-12,0,0,1.891618e-12,4.440892e-16,-2.220446e-16,3.233841e-17,0,0,0,0,4.456554e-16,-2.236108e-16,3.346332e-16,47.772812,4.461775e-16,3.934259e-16,0,0,0,0,0,0
1.829573,6.12013,-10.36319,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-3.330669e-16,-2.467302e-17,0,0,0,0,2.231391e-16,-3.341614e-16,2.786502e-16,42.460052,3.715337e-16,3.238788e-16,0,0,0,0,0,0
1.876863,6.12013,-10.398503,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,-9.723661e-18,0,0,0,0,4.25e-19,-2.224696e-16,1.114473e-16,-42.497318,1.485964e-16,1.484549e-16,0,0,0,0,0,0
1.924154,6.12013,-10.431896,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-1.097744e-17,0,0,0,0,1.074996e-18,-1.120973e-16,5.658615e-17,39.406986,7.54482e-17,7.509243e-17,0,0,0,0,0,0
1.971444,6.12013,-10.462382,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,2.656991e-17,0,0,0,0,-8.445239e-17,-1.375922e-16,2.656991e-17,90,3.542655e-17,8.012167e-17,0,0,0,0,0,0
2.018735,6.12013,-10.487237,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,2.382057e-17,0,0,0,0,4.895035e-18,-1.159173e-16,6.040619e-17,56.612404,8.054158e-17,7.89605e-17,0,0,0,0,0,0
2.066025,6.12013,-10.507249,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-4.361475e-18,0,0,0,0,1.710755e-19,-1.111934e-16,5.568223e-17,42.753769,7.424297e-17,7.418601e-17,0,0,0,0,0,0
2.113316,6.12013,-10.524074,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,-1.837226e-17,0,0,0,0,1.509878e-18,-2.235545e-16,1.125322e-16,-40.301849,1.500429e-16,1.495422e-16,0,0,0,0,0,0
2.160606,6.12013,-10.538663,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,4.111527e-18,0,0,0,0,7.61057e-20,-2.221207e-16,1.110984e-16,-46.060444,1.481312e-16,1.481059e-16,0,0,0,0,0,0
2.207896,6.12013,-10.549283,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,4.832711e-17,0,0,0,0,1.80891e-17,-1.291114e-16,7.360025e-17,65.521149,9.813367e-17,9.269419e-17,0,0,0,0,0,0
2.255187,6.12013,-10.554214,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,6.46847e-18,0,0,0,0,2.222329e-16,-1.882759e-19,1.112106e-16,46.667221,1.482808e-16,1.48218e-16,0,0,0,0,0,0
2.302477,6.12013,-10.556023,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,4.440892e-16,2.986699e-17,0,0,0,0,4.456915e-16,-1.126246e-16,2.791581e-16,-48.070904,3.722108e-16,3.409276e-16,0,0,0,0,0,0
2.349768,6.12013,-10.562592,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-2.253264e-17,0,0,0,0,4.398845e-18,-1.154211e-16,5.991e-17,-33.95359,7.988e-17,7.845483e-17,0,0,0,0,0,0
2.397058,6.12013,-10.570053,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,5.455948e-17,0,0,0,0,2.307542e-16,-1.197319e-16,1.752431e-16,-54.069881,2.336574e-16,2.057095e-16,0,0,0,0,0,0
2.444349,6.12013,-10.580101,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-7.395913e-18,0,0,0,0,2.222907e-16,-2.46072e-19,1.112684e-16,43.094395,1.483578e-16,1.482759e-16,0,0,0,0,0,0
2.491639,6.12013,-10.589622,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,6.743092e-18,0,0,0,0,4.080512e-19,-1.114303e-16,5.59192e-17,48.462971,7.455894e-17,7.442329e-17,0,0,0,0,0,0
2.53893,6.12013,-10.593471,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.659389e-17,0,0,0,0,2.486385e-16,1.954507e-16,2.659389e-17,90,3.545852e-17,1.511813e-16,0,0,0,0,0,0
2.58622,6.12013,-10.593029,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-2.220446e-16,-1.023747e-17,0,0,0,0,-1.100862e-16,-2.229807e-16,5.644726e-17,39.77541,7.526302e-17,1.287414e-16,0,0,0,0,0,0
2.633511,6.12013,-10.588495,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,2.452602e-17,0,0,0,0,2.238409e-16,-1.128186e-16,1.683298e-16,-49.188972,2.244397e-16,1.978622e-16,0,0,0,0,0,0
2.680801,6.12013,-10.580696,1.891618e-12,0,0,1.891618e-12,-4.440892e-16,0,5.100135e-17,0,0,0,0,5.781961e-18,-4.498712e-16,2.278266e-16,-51.467937,3.037688e-16,3.018599e-16,0,0,0,0,0,0
2.728091,6.12013,-10.570125,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,6.016298e-17,0,0,0,0,2.634892e-17,-1.373712e-16,8.186008e-17,-68.651451,1.091468e-16,1.015102e-16,0,0,0,0,0,0
2.775382,6.12013,-10.556364,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-4.5382e-19,0,0,0,0,1.855025e-21,-1.110242e-16,5.5513e-17,-44.7658,7.401734e-17,7.401672e-17,0,0,0,0,0,0
2.822672,6.12013,-10.538598,1.891618e-12,0,0,1.891618e-12,-3.330669e-16,2.220446e-16,-6.040301e-18,0,0,0,0,2.221103e-16,-3.331326e-16,2.776215e-16,-44.376648,3.70162e-16,3.226987e-16,0,0,0,0,0,0
2.869963,6.12013,-10.517379,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,3.945361e-17,0,0,0,0,6.801884e-18,-2.288465e-16,1.178242e-16,54.781754,1.570989e-16,1.548814e-16,0,0,0,0,0,0
2.917253,6.12013,-10.493238,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,3.150724e-17,0,0,0,0,4.384188e-18,-2.264288e-16,1.154065e-16,-52.921761,1.538753e-16,1.524349e-16,0,0,0,0,0,0
2.964544,6.12013,-10.468047,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-2.504771e-18,0,0,0,0,5.648134e-20,-1.110788e-16,5.556763e-17,-43.708229,7.409018e-17,7.407136e-17,0,0,0,0,0,0
3.011834,6.12013,-10.442869,1.891618e-12,0,0,1.891618e-12,4.440892e-16,2.220446e-16,2.375893e-17,0,0,0,0,4.46603e-16,2.195308e-16,1.135361e-16,51.039593,1.513814e-16,2.578586e-16,0,0,0,0,0,0
3.059125,6.12013,-10.416405,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,7.577778e-17,0,0,0,0,2.454404e-16,-2.339579e-17,1.344181e-16,62.157658,1.792241e-16,1.719569e-16,0,0,0,0,0,0
3.106415,6.12013,-10.385836,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-8.839481e-19,0,0,0,0,2.220481e-16,-3.518896e-21,1.110258e-16,-44.771912,1.480344e-16,1.480333e-16,0,0,0,0,0,0
3.153705,6.12013,-10.349789,1.891618e-12,0,0,1.891618e-12,0,0,-1.618726e-17,0,0,0,0,1.618726e-17,-1.618726e-17,1.618726e-17,0,2.158302e-17,1.869144e-17,0,0,0,0,0,0
3.200996,6.12013,-10.308151,1.891618e-12,0,0,1.891618e-12,0,6.661338e-16,6.344452e-17,0,0,0,0,6.721226e-16,-5.988799e-18,3.390557e-16,-50.392414,4.520743e-16,4.500913e-16,0,0,0,0,0,0
3.248286,6.12013,-10.255791,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,6.661338e-16,9.929196e-18,0,0,0,0,6.662607e-16,-1.111491e-16,3.887049e-16,-45.731869,5.182732e-16,4.854833e-16,0,0,0,0,0,0
1.49854,6.07284,-9.953528,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,-9.698263e-17,0,0,0,0,2.423003e-16,-2.423003e-16,2.423003e-16,33.202847,3.230671e-16,2.797843e-16,0,0,0,0,0,0
1.54583,6.07284,-10.023211,1.891618e-12,0,0,1.891618e-12,0,-3.330669e-16,2.24236e-17,0,0,0,0,1.502879e-18,-3.345698e-16,1.680363e-16,48.834354,2.240484e-16,2.235492e-16,0,0,0,0,0,0
1.593121,6.07284,-10.112346,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,1.137385e-16,0,0,0,0,2.699638e-16,-4.791921e-17,1.589415e-16,67.846191,2.11922e-16,1.978924e-16,0,0,0,0,0,0
1.640411,6.07284,-10.180824,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,1.112779e-17,0,0,0,0,2.22416e-16,-1.113937e-16,1.669048e-16,-46.911415,2.225397e-16,1.96246e-16,0,0,0,0,0,0
1.687701,6.07284,-10.239597,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-1.110223e-16,5.467169e-17,0,0,0,0,-8.862016e-17,-2.444467e-16,7.791329e-17,-67.281738,1.038844e-16,1.428983e-16,0,0,0,0,0,0
1.734992,6.07284,-10.289715,1.891618e-12,0,0,1.891618e-12,0,0,-1.063442e-17,0,0,0,0,1.063442e-17,-1.063442e-17,1.063442e-17,0,1.417923e-17,1.227957e-17,0,0,0,0,0,0
1.782282,6.07284,-10.332416,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-2.666553e-17,0,0,0,0,2.25202e-16,-3.157389e-18,1.141797e-16,-38.247211,1.522396e-16,1.511981e-16,0,0,0,0,0,0
1.829573,6.07284,-10.370209,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.01874e-18,0,0,0,0,2.240633e-16,2.200259e-16,2.01874e-18,90,2.691654e-18,1.480481e-16,0,0,0,0,0,0
1.876863,6.07284,-10.405329,1.891618e-12,0,0,1.891618e-12,0,0,-2.765756e-17,0,0,0,0,2.765756e-17,-2.765756e-17,2.765756e-17,0,3.687675e-17,3.193621e-17,0,0,0,0,0,0
1.924154,6.07284,-10.439307,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,2.974691e-17,0,0,0,0,3.916074e-18,-2.259607e-16,1.149384e-16,52.499657,1.532512e-16,1.519626e-16,0,0,0,0,0,0
1.971444,6.07284,-10.469866,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,4.440892e-16,-5.81511e-18,0,0,0,0,4.4414e-16,-2.220954e-16,3.331177e-16,-44.499878,4.441569e-16,3.917074e-16,0,0,0,0,0,0
2.018735,6.07284,-10.495385,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.362324e-17,0,0,0,0,2.228773e-16,-8.327123e-19,1.11855e-16,-48.497818,1.4914e-16,1.488632e-16,0,0,0,0,0,0
2.066025,6.07284,-10.515832,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-1.110223e-16,-7.944693e-18,0,0,0,0,-1.104567e-16,-2.226102e-16,5.607678e-17,-40.927601,7.476905e-17,1.285253e-16,0,0,0,0,0,0
2.113316,6.07284,-10.53289,1.891618e-12,0,0,1.891618e-12,-3.330669e-16,-2.220446e-16,-2.89322e-18,0,0,0,0,-2.219693e-16,-3.331422e-16,5.55865e-17,-43.508232,7.411533e-17,1.958534e-16,0,0,0,0,0,0
2.160606,6.07284,-10.547315,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-2.766349e-17,0,0,0,0,6.511074e-18,-1.175334e-16,6.202223e-17,-31.755518,8.26963e-17,8.061364e-17,0,0,0,0,0,0
2.207896,6.07284,-10.557235,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,2.495688e-17,0,0,0,0,2.239043e-16,-1.12882e-16,1.683931e-16,-49.26149,2.245241e-16,1.97934e-16,0,0,0,0,0,0
2.255187,6.07284,-10.561901,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-4.440892e-16,-1.209364e-17,0,0,0,0,-1.105838e-16,-4.445278e-16,1.66972e-16,42.923237,2.226293e-16,2.672295e-16,0,0,0,0,0,0
2.302477,6.07284,-10.564507,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,-4.13769e-17,0,0,0,0,2.258669e-16,-2.258669e-16,2.258669e-16,39.722145,3.011559e-16,2.608086e-16,0,0,0,0,0,0
2.349768,6.07284,-10.568026,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,-4.802732e-17,0,0,0,0,2.288317e-16,-1.178094e-16,1.733206e-16,-36.956367,2.310941e-16,2.035262e-16,0,0,0,0,0,0
2.397058,6.07284,-10.575275,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-3.388986e-18,0,0,0,0,2.220963e-16,-5.171281e-20,1.11074e-16,44.125786,1.480987e-16,1.480814e-16,0,0,0,0,0,0
2.444349,6.07284,-10.583785,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-3.497991e-17,0,0,0,0,1.010197e-17,-1.211243e-16,6.561312e-17,-28.891624,8.748416e-17,8.431879e-17,0,0,0,0,0,0
2.491639,6.07284,-10.589538,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-2.093621e-17,0,0,0,0,3.81686e-18,-1.148392e-16,5.932801e-17,34.667934,7.910402e-17,7.786292e-17,0,0,0,0,0,0
2.53893,6.07284,-10.591583,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,4.871884e-18,0,0,0,0,2.221514e-16,-1.068427e-19,1.111291e-16,-46.256321,1.481722e-16,1.481366e-16,0,0,0,0,0,0
2.58622,6.07284,-10.590203,1.891618e-12,0,0,1.891618e-12,-4.440892e-16,-1.110223e-16,-5.2265e-19,0,0,0,0,-1.110215e-16,-4.4409e-16,1.665343e-16,-44.910091,2.220457e-16,2.668651e-16,0,0,0,0,0,0
2.633511,6.07284,-10.585504,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,2.098335e-17,0,0,0,0,2.240101e-16,-1.96554e-18,1.129878e-16,50.35136,1.506505e-16,1.499996e-16,0,0,0,0,0,0
2.680801,6.07284,-10.578396,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-4.440892e-16,4.331274e-17,0,0,0,0,2.248491e-16,-4.468936e-16,3.358714e-16,48.704643,4.478284e-16,3.948303e-16,0,0,0,0,0,0
2.728091,6.07284,-10.568783,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,1.132539e-17,0,0,0,0,2.224293e-16,-1.11407e-16,1.669181e-16,46.945251,2.225575e-16,1.962611e-16,0,0,0,0,0,0
2.775382,6.07284,-10.556179,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,-5.598417e-17,0,0,0,0,-5.503813e-17,-1.670065e-16,5.598417e-17,0,7.464556e-17,9.82709e-17,0,0,0,0,0,0
2.822672,6.07284,-10.539521,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-1.25759e-17,0,0,0,0,2.227546e-16,-7.099884e-19,1.117323e-16,-41.768723,1.489764e-16,1.487403e-16,0,0,0,0,0,0
2.869963,6.07284,-10.518553,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,4.440892e-16,2.424383e-17,0,0,0,0,4.45146e-16,-1.120791e-16,2.786126e-16,-47.495991,3.714834e-16,3.40332e-16,0,0,0,0,0,0
2.917253,6.07284,-10.493882,1.891618e-12,0,0,1.891618e-12,0,-4.440892e-16,-7.139158e-17,0,0,0,0,1.119468e-17,-4.552839e-16,2.332393e-16,36.088203,3.109857e-16,3.073221e-16,0,0,0,0,0,0
2.964544,6.07284,-10.467565,1.891618e-12,0,0,1.891618e-12,0,-4.440892e-16,-1.705591e-17,0,0,0,0,6.540939e-19,-4.447433e-16,2.226987e-16,42.803783,2.969316e-16,2.967138e-16,0,0,0,0,0,0
3.011834,6.07284,-10.441173,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,3.042165e-17,0,0,0,0,2.248005e-16,-1.137782e-16,1.692893e-16,-50.176205,2.257191e-16,1.989507e-16,0,0,0,0,0,0
3.059125,6.07284,-10.413933,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-5.551115e-16,-3.380648e-17,0,0,0,0,-2.186479e-16,-5.585083e-16,1.699302e-16,39.262413,2.265736e-16,3.249764e-16,0,0,0,0,0,0
3.106415,6.07284,-10.383136,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.118457e-17,0,0,0,0,2.226066e-16,-5.619543e-19,1.115843e-16,-47.876331,1.48779e-16,1.48592e-16,0,0,0,0,0,0
3.153705,6.07284,-10.347017,1.891618e-12,0,0,1.891618e-12,4.440892e-16,-1.110223e-16,-4.835643e-19,0,0,0,0,4.440896e-16,-1.110227e-16,2.775562e-16,44.950089,3.700749e-16,3.391792e-16,0,0,0,0,0,0
3.200996,6.07284,-10.305052,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,-3.342112e-17,0,0,0,0,2.245457e-16,-2.245457e-16,2.245457e-16,-40.720181,2.993943e-16,2.592831e-16,0,0,0,0,0,0
3.248286,6.07284,-10.255446,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-1.358406e-17,0,0,0,0,2.356287e-16,2.084605e-16,1.358406e-17,0,1.811209e-17,1.488585e-16,0,0,0,0,0,0
3.295577,6.07284,-10.191366,1.891618e-12,0,0,1.891618e-12,0,0,1.413932e-17,0,0,0,0,1.413932e-17,-1.413932e-17,1.413932e-17,90,1.885243e-17,1.632668e-17,0,0,0,0,0,0
1.451249,6.02555,-9.864622,1.891618e-12,0,0,1.891618e-12,-5.551115e-16,0,2.235497e-16,0,0,0,0,7.883117e-17,-6.339427e-16,3.563869e-16,-64.424377,4.751826e-16,4.512068e-16,0,0,0,0,0,0
1.49854,6.02555,-9.945783,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,1.935409e-17,0,0,0,0,-9.166822e-17,-1.303764e-16,1.935409e-17,90,2.580545e-17,7.731521e-17,0,0,0,0,0,0
1.54583,6.02555,-10.011147,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,1.134924e-17,0,0,0,0,2.333938e-16,2.106954e-16,1.134924e-17,90,1.513232e-17,1.486087e-16,0,0,0,0,0,0
1.593121,6.02555,-10.097512,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,9.472615e-18,0,0,0,0,8.024204e-19,-1.118247e-16,5.631357e-17,-49.841938,7.508476e-17,7.481872e-17,0,0,0,0,0,0
1.640411,6.02555,-10.173122,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,4.440892e-16,5.748835e-18,0,0,0,0,4.441487e-16,-1.110818e-16,2.776153e-16,-45.593281,3.701537e-16,3.392437e-16,0,0,0,0,0,0
1.687701,6.02555,-10.235895,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,2.388939e-17,0,0,0,0,2.23326e-16,-2.23326e-16,2.23326e-16,48.070366,2.97768e-16,2.578747e-16,0,0,0,0,0,0
1.734992,6.02555,-10.289012,1.891618e-12,0,0,1.891618e-12,0,0,2.847972e-17,0,0,0,0,2.847972e-17,-2.847972e-17,2.847972e-17,90,3.797295e-17,3.288554e-17,0,0,0,0,0,0
1.782282,6.02555,-10.333709,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-3.446707e-17,0,0,0,0,2.272717e-16,-5.227129e-18,1.162494e-16,36.376476,1.549992e-16,1.532866e-16,0,0,0,0,0,0
1.829573,6.02555,-10.372315,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,2.347377e-17,0,0,0,0,4.759122e-18,-1.157814e-16,6.027027e-17,56.460922,8.036036e-17,7.882189e-17,0,0,0,0,0,0
1.876863,6.02555,-10.408299,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,-1.122642e-17,0,0,0,0,5.661567e-19,-2.226108e-16,1.115885e-16,42.112976,1.487846e-16,1.485962e-16,0,0,0,0,0,0
1.924154,6.02555,-10.442552,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-2.220446e-16,-2.395228e-17,0,0,0,0,-1.980923e-16,-2.459969e-16,2.395228e-17,0,3.193638e-17,1.505913e-16,0,0,0,0,0,0
1.971444,6.02555,-10.473366,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-2.587628e-17,0,0,0,0,2.250203e-16,-2.975652e-18,1.13998e-16,38.440067,1.519973e-16,1.510152e-16,0,0,0,0,0,0
2.018735,6.02555,-10.499571,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-2.220446e-16,-4.753449e-17,0,0,0,0,2.270756e-16,-2.270756e-16,2.270756e-16,38.958359,3.027675e-16,2.622043e-16,0,0,0,0,0,0
2.066025,6.02555,-10.520803,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,9.213736e-18,0,0,0,0,2.224263e-16,-3.816677e-19,1.11404e-16,-47.372051,1.485386e-16,1.484116e-16,0,0,0,0,0,0
2.113316,6.02555,-10.538401,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,1.690349e-17,0,0,0,0,2.389481e-16,2.051411e-16,1.690349e-17,90,2.253798e-17,1.49311e-16,0,0,0,0,0,0
2.160606,6.02555,-10.552779,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-1.616901e-17,0,0,0,0,2.232158e-16,-1.171229e-18,1.121935e-16,-40.856922,1.495914e-16,1.492025e-16,0,0,0,0,0,0
2.207896,6.02555,-10.562331,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,5.369331e-18,0,0,0,0,1.297616e-19,-2.221744e-16,1.111521e-16,46.384407,1.482027e-16,1.481595e-16,0,0,0,0,0,0
2.255187,6.02555,-10.566781,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-9.794283e-18,0,0,0,0,2.224758e-16,-4.311838e-19,1.114535e-16,42.479237,1.486047e-16,1.484611e-16,0,0,0,0,0,0
2.302477,6.02555,-10.569403,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-5.240318e-17,0,0,0,0,2.082744e-17,-1.318497e-16,7.633859e-17,23.324842,1.017848e-16,9.560156e-17,0,0,0,0,0,0
