x [mm],y [mm],z [mm],x-displacement [mm],y-displacement [mm],z-displacement [mm],vector length [mm],Exx [S],Eyy [S],Exy [S],poisson ratio -Min/Max,poisson ratio -Exx/Eyy,poisson ratio -Eyy/Exx,poisson ratio -Max/min,maximum normal strain [S],minimum normal strain [S],maximum shear strain [S],maximum shear angle [°],tresca strain [S],Von Mises strain [S],du/dx [S],du/dy [S],dv/dx [S],dv/dy [S],dw/dx [S],dw/dy [S]
1.734992,5.741807,-10.285997,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,-4.07144e-17,0,0,0,0,7.230028e-18,-2.292746e-16,1.182523e-16,-34.930435,1.576698e-16,1.553159e-16,0,0,0,0,0,0
1.782282,5.741807,-10.332447,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,4.440892e-16,-1.512828e-18,0,0,0,0,4.440927e-16,-2.22048e-16,3.330703e-16,-44.869881,4.440938e-16,3.916538e-16,0,0,0,0,0,0
1.829573,5.741807,-10.374183,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,1.805275e-17,0,0,0,0,2.227773e-16,-2.227773e-16,2.227773e-16,-47.324028,2.970363e-16,2.57241e-16,0,0,0,0,0,0
1.876863,5.741807,-10.411493,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,1.647318e-17,0,0,0,0,1.215469e-18,-2.232601e-16,1.122378e-16,-49.219906,1.496504e-16,1.492469e-16,0,0,0,0,0,0
1.924154,5.741807,-10.443543,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,-1.220569e-17,0,0,0,0,2.223798e-16,-2.223798e-16,2.223798e-16,-43.426823,2.965064e-16,2.567821e-16,0,0,0,0,0,0
1.971444,5.741807,-10.470579,1.891618e-12,0,0,1.891618e-12,0,0,-1.307843e-17,0,0,0,0,1.307843e-17,-1.307843e-17,1.307843e-17,0,1.743791e-17,1.510167e-17,0,0,0,0,0,0
2.018735,5.741807,-10.494174,1.891618e-12,0,0,1.891618e-12,0,0,-5.082551e-17,0,0,0,0,5.082551e-17,-5.082551e-17,5.082551e-17,0,6.776735e-17,5.868825e-17,0,0,0,0,0,0
2.066025,5.741807,-10.516084,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.403337e-17,0,0,0,0,2.22928e-16,-8.834038e-19,1.119057e-16,-48.602028,1.492076e-16,1.48914e-16,0,0,0,0,0,0
2.113316,5.741807,-10.537207,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,-5.453014e-18,0,0,0,0,-1.055693e-16,-1.164753e-16,5.453014e-18,0,7.270685e-18,7.428222e-17,0,0,0,0,0,0
2.160606,5.741807,-10.556581,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,-2.234771e-17,0,0,0,0,-8.86746e-17,-1.3337e-16,2.234771e-17,0,2.979694e-17,7.838427e-17,0,0,0,0,0,0
2.207896,5.741807,-10.572748,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,1.355483e-17,0,0,0,0,2.22869e-16,-8.244008e-19,1.118467e-16,48.480427,1.491289e-16,1.488549e-16,0,0,0,0,0,0
2.255187,5.741807,-10.584635,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-1.110223e-16,-2.306101e-17,0,0,0,0,-1.064227e-16,-2.266442e-16,6.011072e-17,-33.720261,8.014762e-17,1.309339e-16,0,0,0,0,0,0
2.302477,5.741807,-10.592481,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,4.801483e-17,0,0,0,0,-6.300748e-17,-1.590371e-16,4.801483e-17,90,6.401977e-17,9.247756e-17,0,0,0,0,0,0
2.349768,5.741807,-10.597314,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-3.896335e-17,0,0,0,0,1.230942e-17,-1.233317e-16,6.782058e-17,27.467466,9.042743e-17,8.661635e-17,0,0,0,0,0,0
2.397058,5.741807,-10.59988,1.891618e-12,0,0,1.891618e-12,4.440892e-16,2.220446e-16,-1.384903e-17,0,0,0,0,4.449496e-16,2.211842e-16,1.118827e-16,41.444801,1.49177e-16,2.568932e-16,0,0,0,0,0,0
2.444349,5.741807,-10.600207,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-3.048976e-17,0,0,0,0,2.261552e-16,-4.110566e-18,1.151329e-16,37.3218,1.535105e-16,1.521588e-16,0,0,0,0,0,0
2.491639,5.741807,-10.599641,1.891618e-12,0,0,1.891618e-12,0,0,1.411736e-17,0,0,0,0,1.411736e-17,-1.411736e-17,1.411736e-17,90,1.882315e-17,1.630133e-17,0,0,0,0,0,0
2.53893,5.741807,-10.598838,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,1.106555e-17,0,0,0,0,2.331102e-16,2.109791e-16,1.106555e-17,90,1.475407e-17,1.485802e-16,0,0,0,0,0,0
2.58622,5.741807,-10.597791,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-2.543e-17,0,0,0,0,2.23975e-16,-1.129527e-16,1.684639e-16,40.658943,2.246185e-16,1.980143e-16,0,0,0,0,0,0
2.633511,5.741807,-10.595094,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-1.648505e-17,0,0,0,0,2.228586e-16,-1.118362e-16,1.673474e-16,42.17337,2.231298e-16,1.967479e-16,0,0,0,0,0,0
2.680801,5.741807,-10.589265,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-2.116175e-17,0,0,0,0,2.432063e-16,2.008828e-16,2.116175e-17,0,2.821567e-17,1.50033e-16,0,0,0,0,0,0
2.728091,5.741807,-10.579164,1.891618e-12,0,0,1.891618e-12,2.220446e-16,4.440892e-16,-1.935574e-17,0,0,0,0,4.457638e-16,2.2037e-16,1.126969e-16,-40.055199,1.502626e-16,2.573673e-16,0,0,0,0,0,0
2.775382,5.741807,-10.566663,1.891618e-12,0,0,1.891618e-12,0,0,9.172792e-18,0,0,0,0,9.172792e-18,-9.172792e-18,9.172792e-18,90,1.223039e-17,1.059183e-17,0,0,0,0,0,0
2.822672,5.741807,-10.552166,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,3.358791e-17,0,0,0,0,2.270141e-16,-4.969505e-18,1.159918e-16,53.416149,1.546557e-16,1.530261e-16,0,0,0,0,0,0
2.869963,5.741807,-10.534867,1.891618e-12,0,0,1.891618e-12,2.220446e-16,4.440892e-16,-3.956037e-17,0,0,0,0,4.509269e-16,2.152069e-16,1.1786e-16,-35.193794,1.571466e-16,2.604325e-16,0,0,0,0,0,0
2.917253,5.741807,-10.512926,1.891618e-12,0,0,1.891618e-12,0,0,-1.965406e-17,0,0,0,0,1.965406e-17,-1.965406e-17,1.965406e-17,0,2.620542e-17,2.269456e-17,0,0,0,0,0,0
2.964544,5.741807,-10.486413,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-4.440892e-16,-7.856679e-18,0,0,0,0,2.221372e-16,-4.441819e-16,3.331596e-16,44.324352,4.442128e-16,3.917549e-16,0,0,0,0,0,0
3.011834,5.741807,-10.456506,1.891618e-12,0,0,1.891618e-12,6.661338e-16,0,-2.038642e-17,0,0,0,0,6.667571e-16,-6.233243e-19,3.336902e-16,43.248699,4.449203e-16,4.447127e-16,0,0,0,0,0,0
3.059125,5.741807,-10.425149,1.891618e-12,0,0,1.891618e-12,0,0,-3.418244e-18,0,0,0,0,3.418244e-18,-3.418244e-18,3.418244e-18,0,4.557659e-18,3.947049e-18,0,0,0,0,0,0
3.106415,5.741807,-10.391255,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-1.225412e-17,0,0,0,0,2.227188e-16,-6.742288e-19,1.116965e-16,41.850727,1.489287e-16,1.487045e-16,0,0,0,0,0,0
3.153705,5.741807,-10.353867,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-1.110223e-16,-4.169515e-17,0,0,0,0,-9.710742e-17,-2.359595e-16,6.942603e-17,-26.544655,9.256804e-17,1.369401e-16,0,0,0,0,0,0
3.200996,5.741807,-10.311092,1.891618e-12,0,0,1.891618e-12,0,0,3.088914e-17,0,0,0,0,3.088914e-17,-3.088914e-17,3.088914e-17,90,4.118552e-17,3.566771e-17,0,0,0,0,0,0
3.248286,5.741807,-10.262142,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,2.093704e-18,0,0,0,0,2.220644e-16,-1.974022e-20,1.11042e-16,45.540188,1.480561e-16,1.480495e-16,0,0,0,0,0,0
3.295577,5.741807,-10.206377,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,5.592268e-17,0,0,0,0,2.328501e-17,-1.343073e-16,7.879616e-17,-67.605797,1.050615e-16,9.822421e-17,0,0,0,0,0,0
3.342867,5.741807,-10.139387,1.891618e-12,0,0,1.891618e-12,4.440892e-16,2.220446e-16,-5.08975e-17,0,0,0,0,4.552001e-16,2.109338e-16,1.221332e-16,32.6856,1.628442e-16,2.630447e-16,0,0,0,0,0,0
1.451249,5.694516,-9.9001,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-5.376434e-17,0,0,0,0,2.176816e-17,-1.327905e-16,7.727932e-17,-22.957909,1.030391e-16,9.660403e-17,0,0,0,0,0,0
1.49854,5.694516,-9.96078,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-1.917221e-17,0,0,0,0,2.412168e-16,2.028724e-16,1.917221e-17,0,2.556294e-17,1.49676e-16,0,0,0,0,0,0
1.54583,5.694516,-10.021863,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-3.045552e-17,0,0,0,0,2.525001e-16,1.915891e-16,3.045552e-17,0,4.060736e-17,1.521497e-16,0,0,0,0,0,0
1.593121,5.694516,-10.106609,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-3.884009e-17,0,0,0,0,2.286425e-16,-6.597868e-18,1.176202e-16,-35.359051,1.568269e-16,1.546745e-16,0,0,0,0,0,0
1.640411,5.694516,-10.175464,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,-5.247641e-17,0,0,0,0,2.301169e-16,-1.190946e-16,1.746057e-16,-36.254913,2.328076e-16,2.049856e-16,0,0,0,0,0,0
1.687701,5.694516,-10.23454,1.891618e-12,0,0,1.891618e-12,-3.330669e-16,2.220446e-16,3.689755e-19,0,0,0,0,2.220448e-16,-3.330671e-16,2.77556e-16,-45.038082,3.700747e-16,3.226236e-16,0,0,0,0,0,0
1.734992,5.694516,-10.286443,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,-5.372684e-18,0,0,0,0,1.299237e-19,-2.221745e-16,1.111522e-16,43.614727,1.48203e-16,1.481597e-16,0,0,0,0,0,0
1.782282,5.694516,-10.332759,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-1.682699e-17,0,0,0,0,2.233126e-16,-1.267943e-18,1.122902e-16,-40.690807,1.497203e-16,1.492995e-16,0,0,0,0,0,0
1.829573,5.694516,-10.374915,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,-4.438686e-17,0,0,0,0,8.544183e-18,-2.305888e-16,1.195665e-16,34.104202,1.59422e-16,1.566516e-16,0,0,0,0,0,0
1.876863,5.694516,-10.412688,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-1.810374e-17,0,0,0,0,2.23511e-16,-1.466351e-18,1.124886e-16,-40.369316,1.499849e-16,1.494985e-16,0,0,0,0,0,0
1.924154,5.694516,-10.444865,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,-3.117165e-17,0,0,0,0,4.293019e-18,-2.263376e-16,1.153153e-16,-37.158443,1.537538e-16,1.523429e-16,0,0,0,0,0,0
1.971444,5.694516,-10.471727,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,5.457777e-17,0,0,0,0,2.233627e-17,-1.333586e-16,7.784742e-17,67.257118,1.037966e-16,9.721031e-17,0,0,0,0,0,0
2.018735,5.694516,-10.494989,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.178126e-17,0,0,0,0,2.438259e-16,2.002634e-16,2.178126e-17,90,2.904168e-17,1.501511e-16,0,0,0,0,0,0
2.066025,5.694516,-10.516795,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.835492e-17,0,0,0,0,2.235517e-16,-1.507049e-18,1.125293e-16,-49.693794,1.500391e-16,1.495393e-16,0,0,0,0,0,0
2.113316,5.694516,-10.538039,1.891618e-12,0,0,1.891618e-12,0,-2.220446e-16,-1.912639e-17,0,0,0,0,1.635455e-18,-2.236801e-16,1.126578e-16,40.112652,1.502103e-16,1.496682e-16,0,0,0,0,0,0
2.160606,5.694516,-10.557539,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,-6.773141e-18,0,0,0,0,2.221479e-16,-2.221479e-16,2.221479e-16,-44.126408,2.961972e-16,2.565143e-16,0,0,0,0,0,0
2.207896,5.694516,-10.573449,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-5.811126e-17,0,0,0,0,2.363334e-16,-1.428879e-17,1.253111e-16,-31.185776,1.670815e-16,1.62528e-16,0,0,0,0,0,0
2.255187,5.694516,-10.584509,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,2.381167e-18,0,0,0,0,2.220701e-16,-2.553228e-20,1.110478e-16,45.614334,1.480638e-16,1.480553e-16,0,0,0,0,0,0
2.302477,5.694516,-10.591219,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,9.260265e-18,0,0,0,0,2.224301e-16,-3.855256e-19,1.114078e-16,-47.383976,1.485438e-16,1.484154e-16,0,0,0,0,0,0
2.349768,5.694516,-10.595091,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,-3.19468e-17,0,0,0,0,2.24331e-16,-2.24331e-16,2.24331e-16,-40.906361,2.99108e-16,2.590351e-16,0,0,0,0,0,0
2.397058,5.694516,-10.59727,1.891618e-12,0,0,1.891618e-12,0,0,-5.971596e-17,0,0,0,0,5.971596e-17,-5.971596e-17,5.971596e-17,0,7.962127e-17,6.895405e-17,0,0,0,0,0,0
2.444349,5.694516,-10.598017,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,4.963853e-17,0,0,0,0,1.895677e-17,-1.299791e-16,7.446792e-17,-65.901672,9.929056e-17,9.361363e-17,0,0,0,0,0,0
2.491639,5.694516,-10.598362,1.891618e-12,0,0,1.891618e-12,0,0,-1.666939e-17,0,0,0,0,1.666939e-17,-1.666939e-17,1.666939e-17,0,2.222586e-17,1.924816e-17,0,0,0,0,0,0
2.53893,5.694516,-10.598716,1.891618e-12,0,0,1.891618e-12,0,0,1.752159e-17,0,0,0,0,1.752159e-17,-1.752159e-17,1.752159e-17,90,2.336212e-17,2.023219e-17,0,0,0,0,0,0
2.58622,5.694516,-10.598753,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.465218e-17,0,0,0,0,2.466968e-16,1.973924e-16,2.465218e-17,90,3.286958e-17,1.507419e-16,0,0,0,0,0,0
2.633511,5.694516,-10.597104,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-2.993173e-17,0,0,0,0,2.247131e-16,-1.136908e-16,1.69202e-16,39.905396,2.256026e-16,1.988516e-16,0,0,0,0,0,0
2.680801,5.694516,-10.592017,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,2.220446e-16,-1.403699e-18,0,0,0,0,2.220491e-16,-2.220491e-16,2.220491e-16,-44.818897,2.960654e-16,2.564002e-16,0,0,0,0,0,0
2.728091,5.694516,-10.582219,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-1.110223e-16,-3.795458e-17,0,0,0,0,-9.928736e-17,-2.337796e-16,6.72461e-17,-27.819229,8.966146e-17,1.354819e-16,0,0,0,0,0,0
2.775382,5.694516,-10.569315,1.891618e-12,0,0,1.891618e-12,0,0,2.484069e-17,0,0,0,0,2.484069e-17,-2.484069e-17,2.484069e-17,90,3.312092e-17,2.868356e-17,0,0,0,0,0,0
2.822672,5.694516,-10.553891,1.891618e-12,0,0,1.891618e-12,0,0,-4.46076e-18,0,0,0,0,4.46076e-18,-4.46076e-18,4.46076e-18,0,5.947679e-18,5.150842e-18,0,0,0,0,0,0
2.869963,5.694516,-10.53562,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,2.129044e-17,0,0,0,0,2.240676e-16,-2.022974e-18,1.130453e-16,50.42783,1.50727e-16,1.500573e-16,0,0,0,0,0,0
2.917253,5.694516,-10.513285,1.891618e-12,0,0,1.891618e-12,0,0,-9.102559e-18,0,0,0,0,9.102559e-18,-9.102559e-18,9.102559e-18,0,1.213674e-17,1.051073e-17,0,0,0,0,0,0
2.964544,5.694516,-10.486797,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,2.411694e-18,0,0,0,0,2.619106e-20,-2.220708e-16,1.110485e-16,-45.622208,1.480647e-16,1.480559e-16,0,0,0,0,0,0
3.011834,5.694516,-10.457391,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-3.184168e-17,0,0,0,0,8.484008e-18,-1.195063e-16,6.399516e-17,30.080521,8.532688e-17,8.264416e-17,0,0,0,0,0,0
3.059125,5.694516,-10.426636,1.891618e-12,0,0,1.891618e-12,-4.440892e-16,0,-3.115971e-17,0,0,0,0,2.175676e-18,-4.462649e-16,2.242203e-16,-41.005898,2.989604e-16,2.982378e-16,0,0,0,0,0,0
3.106415,5.694516,-10.393504,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-6.635729e-18,0,0,0,0,2.221768e-16,-1.111545e-16,1.666656e-16,43.859093,2.222208e-16,1.959748e-16,0,0,0,0,0,0
3.153705,5.694516,-10.356976,1.891618e-12,0,0,1.891618e-12,0,-1.110223e-16,-1.311444e-17,0,0,0,0,1.528103e-18,-1.125504e-16,5.703925e-17,38.353832,7.605234e-17,7.554813e-17,0,0,0,0,0,0
3.200996,5.694516,-10.314351,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,7.696297e-18,0,0,0,0,2.664419e-19,-2.22311e-16,1.112887e-16,-46.982758,1.48385e-16,1.482963e-16,0,0,0,0,0,0
3.248286,5.694516,-10.265466,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.50091e-17,0,0,0,0,2.230546e-16,-1.009946e-18,1.120322e-16,-48.849567,1.493763e-16,1.490408e-16,0,0,0,0,0,0
3.295577,5.694516,-10.209338,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-2.828279e-17,0,0,0,0,2.503274e-16,1.937618e-16,2.828279e-17,0,3.771038e-17,1.515894e-16,0,0,0,0,0,0
3.342867,5.694516,-10.140838,1.891618e-12,0,0,1.891618e-12,6.661338e-16,2.220446e-16,-4.02065e-17,0,0,0,0,6.697446e-16,2.184338e-16,2.256554e-16,39.868217,3.008739e-16,3.94392e-16,0,0,0,0,0,0
1.451249,5.647226,-9.899422,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,7.598287e-17,0,0,0,0,2.980275e-16,1.460617e-16,7.598287e-17,90,1.013105e-16,1.720775e-16,0,0,0,0,0,0
1.49854,5.647226,-9.961616,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-5.119644e-17,0,0,0,0,2.73241e-16,1.708482e-16,5.119644e-17,0,6.826192e-17,1.593975e-16,0,0,0,0,0,0
1.54583,5.647226,-10.023952,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,-2.651098e-17,0,0,0,0,6.005677e-18,-1.17028e-16,6.151683e-17,-32.235909,8.202244e-17,8.009563e-17,0,0,0,0,0,0
1.593121,5.647226,-10.110117,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,-1.226035e-17,0,0,0,0,2.224953e-16,-1.11473e-16,1.669842e-16,-42.894714,2.226455e-16,1.96336e-16,0,0,0,0,0,0
1.640411,5.647226,-10.178481,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,-1.110223e-16,-3.113151e-17,0,0,0,0,-7.98908e-17,-1.421538e-16,3.113151e-17,0,4.150867e-17,8.228261e-17,0,0,0,0,0,0
1.687701,5.647226,-10.236504,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-3.82209e-17,0,0,0,0,2.284395e-16,-6.394856e-18,1.174172e-16,35.501648,1.565562e-16,1.544687e-16,0,0,0,0,0,0
1.734992,5.647226,-10.287766,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,2.425064e-17,0,0,0,0,2.246623e-16,-2.617677e-18,1.1364e-16,51.160801,1.5152e-16,1.50655e-16,0,0,0,0,0,0
1.782282,5.647226,-10.33396,1.891618e-12,0,0,1.891618e-12,0,0,7.511755e-18,0,0,0,0,7.511755e-18,-7.511755e-18,7.511755e-18,90,1.001567e-17,8.673827e-18,0,0,0,0,0,0
1.829573,5.647226,-10.37636,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-1.086935e-18,0,0,0,0,2.231315e-16,2.209577e-16,1.086935e-18,0,1.449247e-18,1.480351e-16,0,0,0,0,0,0
1.876863,5.647226,-10.414247,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,0,5.59478e-17,0,0,0,0,1.330029e-17,-2.353449e-16,1.243226e-16,-58.37252,1.657635e-16,1.615127e-16,0,0,0,0,0,0
1.924154,5.647226,-10.446311,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,2.198608e-17,0,0,0,0,2.242006e-16,-2.15605e-18,1.131784e-16,-50.600765,1.509045e-16,1.501909e-16,0,0,0,0,0,0
1.971444,5.647226,-10.472953,1.891618e-12,0,0,1.891618e-12,-2.220446e-16,-4.440892e-16,2.472045e-17,0,0,0,0,-2.193257e-16,-4.468081e-16,1.137412e-16,51.276409,1.516549e-16,2.579791e-16,0,0,0,0,0,0
2.018735,5.647226,-10.496024,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,-1.780763e-18,0,0,0,0,2.220541e-16,-1.110318e-16,1.66543e-16,-44.693676,2.220573e-16,1.958357e-16,0,0,0,0,0,0
2.066025,5.647226,-10.517676,1.891618e-12,0,0,1.891618e-12,0,0,1.241758e-17,0,0,0,0,1.241758e-17,-1.241758e-17,1.241758e-17,90,1.655677e-17,1.433858e-17,0,0,0,0,0,0
2.113316,5.647226,-10.538581,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,-6.163238e-18,0,0,0,0,2.221586e-16,-1.111363e-16,1.666475e-16,-43.940254,2.221966e-16,1.959542e-16,0,0,0,0,0,0
2.160606,5.647226,-10.557627,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,5.59262e-17,0,0,0,0,2.353352e-16,-1.329058e-17,1.243129e-16,58.368076,1.657505e-16,1.615027e-16,0,0,0,0,0,0
2.207896,5.647226,-10.572742,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-4.066106e-17,0,0,0,0,2.627057e-16,1.813835e-16,4.066106e-17,0,5.421474e-17,1.552972e-16,0,0,0,0,0,0
2.255187,5.647226,-10.582958,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.14111e-18,0,0,0,0,2.241857e-16,2.199035e-16,2.14111e-18,90,2.854814e-18,1.480504e-16,0,0,0,0,0,0
2.302477,5.647226,-10.589185,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-2.489019e-17,0,0,0,0,2.469348e-16,1.971544e-16,2.489019e-17,0,3.318692e-17,1.50794e-16,0,0,0,0,0,0
2.349768,5.647226,-10.592979,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,-9.414866e-18,0,0,0,0,2.224431e-16,-3.984826e-19,1.114208e-16,-42.576412,1.48561e-16,1.484284e-16,0,0,0,0,0,0
2.397058,5.647226,-10.59577,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,0,4.721465e-18,0,0,0,0,2.004288e-19,-1.112227e-16,5.571158e-17,-47.430779,7.428211e-17,7.421539e-17,0,0,0,0,0,0
2.444349,5.647226,-10.597624,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-1.807369e-17,0,0,0,0,2.230225e-16,-1.120002e-16,1.675113e-16,41.903,2.233485e-16,1.969339e-16,0,0,0,0,0,0
2.491639,5.647226,-10.598898,1.891618e-12,0,0,1.891618e-12,0,0,-1.402046e-17,0,0,0,0,1.402046e-17,-1.402046e-17,1.402046e-17,0,1.869395e-17,1.618943e-17,0,0,0,0,0,0
2.53893,5.647226,-10.599986,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,1.505466e-17,0,0,0,0,2.227237e-16,-1.117014e-16,1.672125e-16,47.582756,2.229501e-16,1.96595e-16,0,0,0,0,0,0
2.58622,5.647226,-10.600523,1.891618e-12,0,0,1.891618e-12,-4.440892e-16,-1.110223e-16,-1.398847e-17,0,0,0,0,-1.104358e-16,-4.446757e-16,1.671199e-16,-42.59927,2.228266e-16,2.673528e-16,0,0,0,0,0,0
2.633511,5.647226,-10.599305,1.891618e-12,0,0,1.891618e-12,2.220446e-16,-1.110223e-16,-2.954612e-17,0,0,0,0,2.246453e-16,-1.13623e-16,1.691342e-16,39.969677,2.255122e-16,1.987747e-16,0,0,0,0,0,0
2.680801,5.647226,-10.594655,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,-7.792238e-18,0,0,0,0,2.298368e-16,2.142524e-16,7.792238e-18,0,1.038965e-17,1.483029e-16,0,0,0,0,0,0
2.728091,5.647226,-10.585031,1.891618e-12,0,0,1.891618e-12,2.220446e-16,0,-3.436045e-17,0,0,0,0,2.272402e-16,-5.195562e-18,1.162179e-16,36.401577,1.549571e-16,1.532547e-16,0,0,0,0,0,0
2.775382,5.647226,-10.571821,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,4.717612e-17,0,0,0,0,2.285978e-16,-1.175755e-16,1.730866e-16,-52.908264,2.307821e-16,2.032606e-16,0,0,0,0,0,0
2.822672,5.647226,-10.555663,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,2.777365e-17,0,0,0,0,2.254659e-16,-3.421253e-18,1.144436e-16,-52.022511,1.525914e-16,1.514639e-16,0,0,0,0,0,0
2.869963,5.647226,-10.53655,1.891618e-12,0,0,1.891618e-12,0,2.220446e-16,1.961754e-17,0,0,0,0,2.237645e-16,-1.719879e-18,1.127422e-16,-50.010338,1.503229e-16,1.497529e-16,0,0,0,0,0,0
2.917253,5.647226,-10.513877,1.891618e-12,0,0,1.891618e-12,-1.110223e-16,2.220446e-16,2.132724e-17,0,0,0,0,2.234047e-16,-1.123824e-16,1.678936e-16,-48.648952,2.23858e-16,1.973674e-16,0,0,0,0,0,0
2.964544,5.647226,-10.48763,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,4.111329e-18,0,0,0,0,2.261559e-16,2.179333e-16,4.111329e-18,90,5.481772e-18,1.481058e-16,0,0,0,0,0,0
3.011834,5.647226,-10.458767,1.891618e-12,0,0,1.891618e-12,0,0,2.121768e-17,0,0,0,0,2.121768e-17,-2.121768e-17,2.121768e-17,90,2.829024e-17,2.450007e-17,0,0,0,0,0,0
3.059125,5.647226,-10.428491,1.891618e-12,0,0,1.891618e-12,0,0,1.553134e-18,0,0,0,0,1.553134e-18,-1.553134e-18,1.553134e-18,90,2.070845e-18,1.793404e-18,0,0,0,0,0,0
3.106415,5.647226,-10.395843,1.891618e-12,0,0,1.891618e-12,2.220446e-16,2.220446e-16,2.435042e-17,0,0,0,0,2.46395e-16,1.976942e-16,2.435042e-17,90,3.246723e-17,1.506765e-16,0,0,0,0,0,0
